dataset_name,task_type,coreset_method,coreset_size,mse,mae,r2_score,baseline_mse,performance_gain
Salary_dataset.csv,Regression,None,24,55494098.131422095,6515.681891615335,0.8913575982179496,55494098.131422095,0.0
Salary_dataset.csv,Regression,Random,4,860470542.6870413,25267.67841880342,-0.6845680814351662,55494098.131422095,-804976444.5556192
Salary_dataset.csv,Regression,Kmeans,1,514113805.8333333,19993.833333333332,-0.006495474938043921,55494098.131422095,-458619707.7019112
Salary_dataset.csv,Regression,Importance,2,111251336.54407759,8974.658385572538,0.7822000390926604,55494098.131422095,-55757238.412655495
Salary_dataset.csv,Regression,Reservoir,4,120268235.47633843,9328.906405472677,0.7645473951248845,55494098.131422095,-64774137.344916336
Salary_dataset.csv,Regression,Gradient,2,80169634.66796798,7552.740712192851,0.8430495862877017,55494098.131422095,-24675536.53654588
Salary_dataset.csv,Regression,Clustering,1,2385123085.8333335,43293.5,-3.66942448505215,55494098.131422095,-2329628987.7019114
Salary_dataset.csv,Regression,Leverage,2,2897614369.2814193,46749.721212864446,-4.67274350096457,55494098.131422095,-2842120271.149997
Salary_dataset.csv,Regression,Farthest,1,1215300249.8333333,26542.5,-1.3792284670621395,55494098.131422095,-1159806151.7019112
Student_Performance.csv,Regression,None,8000,4.082628398521854,1.6111213463123042,0.9889832909573145,4.082628398521854,0.0
Student_Performance.csv,Regression,Random,1600,4.113835983971152,1.6168409374623007,0.9888990793036297,4.082628398521854,-0.031207585449297248
Student_Performance.csv,Regression,Kmeans,400,4.096271204845051,1.6142898018811866,0.9889464767256193,4.082628398521854,-0.013642806323196588
Student_Performance.csv,Regression,Importance,800,4.113943107219941,1.620067722336937,0.9888987902384618,4.082628398521854,-0.031314708698086946
Student_Performance.csv,Regression,Reservoir,1600,4.124951062649319,1.6204181886515467,0.9888690859817227,4.082628398521854,-0.04232266412746455
Student_Performance.csv,Regression,Gradient,800,4.191579874563911,1.634497354477739,0.9886892924362243,4.082628398521854,-0.10895147604205668
Student_Performance.csv,Regression,Clustering,400,4.165277628138054,1.6234514633879034,0.9887602673493826,4.082628398521854,-0.0826492296161998
Student_Performance.csv,Regression,Leverage,800,4.0883627002590694,1.6139013414123815,0.9889678173144464,4.082628398521854,-0.0057343017372151195
Student_Performance.csv,Regression,Farthest,600,4.131155265694924,1.6232496800884346,0.9888523443405242,4.082628398521854,-0.04852686717307009
possum.csv,Regression,None,82,7.748537256095001,2.1711790420832036,0.5767882309451693,7.748537256095001,0.0
possum.csv,Regression,Random,16,12.150844843524848,2.931146043057806,0.33634176725498466,7.748537256095001,-4.4023075874298465
possum.csv,Regression,Kmeans,4,21.03712296422727,3.8450652093795066,-0.14901144967863478,7.748537256095001,-13.288585708132267
possum.csv,Regression,Importance,8,41.037660364428284,5.441190165179519,-1.2414063798995905,7.748537256095001,-33.289123108333285
possum.csv,Regression,Reservoir,16,74.85228137966207,7.021354713597726,-3.0883027819939226,7.748537256095001,-67.10374412356707
possum.csv,Regression,Gradient,8,37.6840974715916,5.124929123129225,-1.0582405464517803,7.748537256095001,-29.935560215496597
possum.csv,Regression,Clustering,4,12.176063944631403,2.5846049072577393,0.3349643433567021,7.748537256095001,-4.427526688536402
possum.csv,Regression,Leverage,8,13.394857568067348,2.662532514756424,0.268395933289197,7.748537256095001,-5.646320311972347
possum.csv,Regression,Farthest,6,8.891746166520305,2.350642000295415,0.5143481278147667,7.748537256095001,-1.1432089104253036
Ice_cream selling data.csv,Regression,None,39,149.32629119325185,11.752026695440602,-0.5751270190188227,149.32629119325185,0.0
Ice_cream selling data.csv,Regression,Random,7,288.29615021749305,12.99084875535084,-2.0410120820519233,149.32629119325185,-138.9698590242412
Ice_cream selling data.csv,Regression,Kmeans,1,114.36583734813271,7.659926449877192,-0.20635635573795397,149.32629119325185,34.96045384511913
Ice_cream selling data.csv,Regression,Importance,3,103.33850307911936,8.454653302218514,-0.09003757479136043,149.32629119325185,45.987788114132485
Ice_cream selling data.csv,Regression,Reservoir,7,108.04595461134257,9.503002591110535,-0.13969282330704447,149.32629119325185,41.28033658190928
Ice_cream selling data.csv,Regression,Gradient,3,901.923444295823,28.235689992937047,-8.513689617847207,149.32629119325185,-752.5971531025712
Ice_cream selling data.csv,Regression,Clustering,1,94.8265420776082,8.161851682214321,-0.0002515119943984345,149.32629119325185,54.49974911564365
Ice_cream selling data.csv,Regression,Leverage,3,933.6368048401285,29.0997088011923,-8.848209216894736,149.32629119325185,-784.3105136468766
Ice_cream selling data.csv,Regression,Farthest,2,404.5781163686708,18.421259297967453,-3.2675801916979044,149.32629119325185,-255.25182517541896
kc_house_data.csv,Regression,None,17290,8.753548262305258e+30,60916397656603.984,-5.790275586515305e+19,8.753548262305258e+30,0.0
kc_house_data.csv,Regression,Random,3458,5.925735558028145e+27,2678171614403.122,-3.919740990239311e+16,8.753548262305258e+30,8.74762252674723e+30
kc_house_data.csv,Regression,Kmeans,864,2.9880300186455956e+32,1753092117468988.5,-1.9765147515371198e+21,8.753548262305258e+30,-2.900494536022543e+32
kc_house_data.csv,Regression,Importance,1729,8.526442993968707e+32,1357397853589604.5,-5.640050551887824e+21,8.753548262305258e+30,-8.438907511345654e+32
kc_house_data.csv,Regression,Reservoir,3458,1.10810123577621e+32,518014068717733.2,-7.329840814989363e+20,8.753548262305258e+30,-1.0205657531531575e+32
kc_house_data.csv,Regression,Gradient,1729,1.569759527044893e+32,711908300942392.6,-1.0383606731556613e+21,8.753548262305258e+30,-1.4822240444218405e+32
kc_house_data.csv,Regression,Clustering,864,2.162713218355325e+31,283330170297379.5,-1.4305862232807193e+20,8.753548262305258e+30,-1.2873583921247993e+31
kc_house_data.csv,Regression,Leverage,1729,1.7562632014903607e+33,1.663164325591329e+16,-1.1617286652631949e+22,8.753548262305258e+30,-1.7475096532280554e+33
kc_house_data.csv,Regression,Farthest,1296,1.3146907001785632e+33,1582626067659941.2,-8.696383725721193e+21,8.753548262305258e+30,-1.305937151916258e+33
winequality-red.csv,Regression,None,1279,0.3900251439639549,0.5035304415524375,0.403180341279622,0.3900251439639549,0.0
winequality-red.csv,Regression,Random,255,0.4232507957399271,0.5260031720800559,0.3523381777407234,0.3900251439639549,-0.0332256517759722
winequality-red.csv,Regression,Kmeans,63,0.4857999299887804,0.5657744790819004,0.2566249819804375,0.3900251439639549,-0.09577478602482553
winequality-red.csv,Regression,Importance,127,0.43831908879834547,0.528012438533763,0.32928055271372003,0.3900251439639549,-0.04829394483439059
winequality-red.csv,Regression,Reservoir,255,0.39695664852211976,0.5082802573933715,0.39257369642904016,0.3900251439639549,-0.00693150455816488
winequality-red.csv,Regression,Gradient,127,0.5168567571400736,0.5767771403165092,0.20910157158440001,0.3900251439639549,-0.12683161317611874
winequality-red.csv,Regression,Clustering,63,0.44717402920811766,0.5503459020548791,0.3157306506237205,0.3900251439639549,-0.057148885244162784
winequality-red.csv,Regression,Leverage,127,0.44856315487132087,0.5370203818354515,0.3136049991956955,0.3900251439639549,-0.05853801090736599
winequality-red.csv,Regression,Farthest,95,0.5274041900721267,0.5689558406557094,0.19296180362250226,0.3900251439639549,-0.1373790461081718
Walmart.csv,Regression,None,5148,271728537650.97003,434690.33522622875,0.15652743284917914,271728537650.97003,0.0
Walmart.csv,Regression,Random,1029,314763296902.32983,460863.840846877,0.022943234530315437,271728537650.97003,-43034759251.3598
Walmart.csv,Regression,Kmeans,257,8.67460586860712e+37,3.05961646045523e+18,-2.6926844505430268e+26,271728537650.97003,-8.67460586860712e+37
Walmart.csv,Regression,Importance,514,8.197014059843835e+34,2.394196663701689e+16,-2.5444351748246234e+23,271728537650.97003,-8.197014059843835e+34
Walmart.csv,Regression,Reservoir,1029,313270997145.4404,462969.3687101787,0.027575482279423302,271728537650.97003,-41542459494.4704
Walmart.csv,Regression,Gradient,514,3.599384276814802e+33,6479705571865714.0,-1.117284891153737e+22,271728537650.97003,-3.599384276814802e+33
Walmart.csv,Regression,Clustering,257,5.211873177490958e+37,1.9344569310783258e+18,-1.6178175787813176e+26,271728537650.97003,-5.211873177490958e+37
Walmart.csv,Regression,Leverage,514,301412087784.62665,448748.2134652402,0.06438672341237606,271728537650.97003,-29683550133.656616
Walmart.csv,Regression,Farthest,386,5.5589313462568e+33,1.5471391326459848e+16,-1.7255479066630356e+22,271728537650.97003,-5.5589313462568e+33
heightweight.csv,Regression,None,12,1.0029930838678223,0.8207316384180791,0.9782994097388882,1.0029930838678223,0.0
heightweight.csv,Regression,Random,2,0.8637994074073955,0.8479999999999966,0.981310980793952,1.0029930838678223,0.1391936764604268
heightweight.csv,Regression,Kmeans,1,211.7707333333332,12.866666666666662,-3.5818360936648848,1.0029930838678223,-210.76774024946536
heightweight.csv,Regression,Importance,1,118.01699999999998,9.079999999999998,-1.553396032372976,1.0029930838678223,-117.01400691613216
heightweight.csv,Regression,Reservoir,2,0.7070791666666635,0.7533333333333303,0.9847017536563355,1.0029930838678223,0.2959139172011588
heightweight.csv,Regression,Gradient,2,5.279696749999969,1.665833333333327,0.8857693659931839,1.0029930838678223,-4.276703666132147
heightweight.csv,Regression,Clustering,1,115.55300000000004,8.32666666666667,-1.5000853413389144,1.0029930838678223,-114.55000691613222
heightweight.csv,Regression,Leverage,1,211.7707333333332,12.866666666666662,-3.5818360936648848,1.0029930838678223,-210.76774024946536
heightweight.csv,Regression,Farthest,1,65.52099999999992,7.719999999999996,-0.4176013746927103,1.0029930838678223,-64.5180069161321
population.csv,Regression,None,19,377743104620656.75,11822118.590011586,0.9940219988844998,377743104620656.75,0.0
population.csv,Regression,Random,3,1157645775624055.0,26813357.9659199,0.9816795921530206,377743104620656.75,-779902671003398.2
population.csv,Regression,Kmeans,1,1.516394157990051e+17,297406373.4,-1.3997806596908924,377743104620656.75,-1.5126167269438442e+17
population.csv,Regression,Importance,1,1.8525137843985603e+17,349374460.4,-1.931709231525288,377743104620656.75,-1.8487363533523536e+17
population.csv,Regression,Reservoir,3,6.1187044179683816e+16,149505904.28985626,0.03167995951207836,377743104620656.75,-6.080930107506316e+16
population.csv,Regression,Gradient,2,5744358772887207.0,70212581.75515446,0.9090922303224089,377743104620656.75,-5366615668266550.0
population.csv,Regression,Clustering,1,1.516394157990051e+17,297406373.4,-1.3997806596908924,377743104620656.75,-1.5126167269438442e+17
population.csv,Regression,Leverage,1,1.9133975408977955e+17,357981688.4,-2.028061265438329,377743104620656.75,-1.9096201098515888e+17
population.csv,Regression,Farthest,1,6.5609074812127e+16,200495805.0,-0.03830120951566118,377743104620656.75,-6.5231331707506344e+16
concrete.csv,Regression,None,824,95.97094009110688,7.745559243921436,0.6275531792314848,95.97094009110688,0.0
concrete.csv,Regression,Random,164,104.3104476717806,8.03783213280186,0.5951889752104732,95.97094009110688,-8.339507580673711
concrete.csv,Regression,Kmeans,41,113.59009031892535,8.525349865978406,0.5591762676292409,95.97094009110688,-17.619150227818466
concrete.csv,Regression,Importance,82,105.84247511277188,8.49485557012221,0.5892434384762737,95.97094009110688,-9.871535021664997
concrete.csv,Regression,Reservoir,164,93.63474619633963,7.536098965829985,0.6366195485718169,95.97094009110688,2.3361938947672485
concrete.csv,Regression,Gradient,82,183.15195642862648,11.374108661396955,0.2892185506923399,95.97094009110688,-87.1810163375196
concrete.csv,Regression,Clustering,41,110.8074013079616,8.605604813150418,0.5699754082267703,95.97094009110688,-14.836461216854715
concrete.csv,Regression,Leverage,82,156.85462350086522,10.240702621648373,0.3912740065869881,95.97094009110688,-60.88368340975833
concrete.csv,Regression,Farthest,61,117.68266469031269,8.838874064899926,0.5432936857566979,95.97094009110688,-21.71172459920581
score.csv,Regression,None,20,18.943211722315294,3.9207511902099257,0.9678055545167993,18.943211722315294,0.0
score.csv,Regression,Random,4,24.82674803514555,4.21171898967174,0.9578063425643345,18.943211722315294,-5.883536312830255
score.csv,Regression,Kmeans,1,624.4,21.6,-0.061182868796736845,18.943211722315294,-605.4567882776847
score.csv,Regression,Importance,2,36.86666666666684,4.733333333333346,0.9373442102877858,18.943211722315294,-17.923454944351544
score.csv,Regression,Reservoir,4,250.6375260145694,14.043548387096802,0.5740354758419963,18.943211722315294,-231.69431429225412
score.csv,Regression,Gradient,2,8976.159183673468,73.68571428571428,-14.25519915648108,18.943211722315294,-8957.215971951153
score.csv,Regression,Clustering,1,1612.4,32.0,-1.7403127124405167,18.943211722315294,-1593.4567882776848
score.csv,Regression,Leverage,2,22304.333333333434,126.86666666666693,-36.906752775889586,18.943211722315294,-22285.39012161112
score.csv,Regression,Farthest,1,757.4,25.4,-0.28721957851801494,18.943211722315294,-738.4567882776847
Car_Purchasing_Data.csv,Regression,None,400,1917499.9621402419,557.3610029086794,0.9822409571900927,1917499.9621402419,0.0
Car_Purchasing_Data.csv,Regression,Random,80,41212159.96464913,6117.265174561396,0.6183110677697006,1917499.9621402419,-39294660.00250889
Car_Purchasing_Data.csv,Regression,Kmeans,20,660798.0066179375,671.4118688779668,0.9938799789726561,1917499.9621402419,1256701.9555223044
Car_Purchasing_Data.csv,Regression,Importance,40,30874768.407930505,5053.749211427462,0.7140514499461008,1917499.9621402419,-28957268.44579026
Car_Purchasing_Data.csv,Regression,Reservoir,80,8466836.996021427,2701.874580882144,0.9215838729357673,1917499.9621402419,-6549337.033881186
Car_Purchasing_Data.csv,Regression,Gradient,40,6098714.192392826,2181.1211656637997,0.9435163866667281,1917499.9621402419,-4181214.2302525844
Car_Purchasing_Data.csv,Regression,Clustering,20,3771358.456923959,1587.8745652676964,0.9650713337103473,1917499.9621402419,-1853858.494783717
Car_Purchasing_Data.csv,Regression,Leverage,40,199533.59360456423,360.660776266288,0.9981520074572086,1917499.9621402419,1717966.3685356777
Car_Purchasing_Data.csv,Regression,Farthest,30,166627.60578350388,322.2036281846427,0.9984567682697012,1917499.9621402419,1750872.356356738
Experience-Salary.csv,Regression,None,800,27.650268732842278,4.1621356133144705,0.6208258933084713,27.650268732842278,0.0
Experience-Salary.csv,Regression,Random,160,27.68343993096361,4.17908802755078,0.6203710095047343,27.650268732842278,-0.03317119812133029
Experience-Salary.csv,Regression,Kmeans,40,27.734736693467184,4.164784423543161,0.6196675659220917,27.650268732842278,-0.08446796062490591
Experience-Salary.csv,Regression,Importance,80,28.04765282735215,4.207689733456072,0.6153764793984273,27.650268732842278,-0.3973840945098708
Experience-Salary.csv,Regression,Reservoir,160,27.573472955541867,4.174179796808785,0.6218790103879801,27.650268732842278,0.07679577730041132
Experience-Salary.csv,Regression,Gradient,80,28.028678627776966,4.202366133273318,0.6156366766950113,27.650268732842278,-0.3784098949346877
Experience-Salary.csv,Regression,Clustering,40,28.126819935091852,4.219283274533487,0.6142908437524743,27.650268732842278,-0.47655120224957415
Experience-Salary.csv,Regression,Leverage,80,27.757898274910122,4.1669256397912955,0.619349946153617,27.650268732842278,-0.10762954206784414
Experience-Salary.csv,Regression,Farthest,60,28.24080990427173,4.22786542491359,0.6127276746869875,27.650268732842278,-0.5905411714294537
Marketing_Data.csv,Regression,None,136,5.576790234026707,1.4034372074821058,0.8728630857012161,5.576790234026707,0.0
Marketing_Data.csv,Regression,Random,27,6.36538750370618,1.5536969018014324,0.8548850339395127,5.576790234026707,-0.7885972696794727
Marketing_Data.csv,Regression,Kmeans,6,23.852433125208655,3.8214318986825804,0.45622398928433416,5.576790234026707,-18.27564289118195
Marketing_Data.csv,Regression,Importance,13,5.802059865062229,1.6890511893277176,0.8677274997147942,5.576790234026707,-0.22526963103552156
Marketing_Data.csv,Regression,Reservoir,27,5.146038219990828,1.5138193393086656,0.8826831577488186,5.576790234026707,0.43075201403587915
Marketing_Data.csv,Regression,Gradient,13,36.334708334013264,4.881253897563843,0.17165923305720832,5.576790234026707,-30.757918099986558
Marketing_Data.csv,Regression,Clustering,6,8.481541715693359,2.177448474781117,0.806641993516211,5.576790234026707,-2.9047514816666515
Marketing_Data.csv,Regression,Leverage,13,15.692863996099986,2.8559652937344175,0.6422418234773647,5.576790234026707,-10.116073762073277
Marketing_Data.csv,Regression,Farthest,10,6.452045042070055,1.7260025589642238,0.8529094581035974,5.576790234026707,-0.8752548080433478
fathersonheight.csv,Regression,None,862,5.006602109017906,1.796534074054646,0.267841577877441,5.006602109017906,0.0
fathersonheight.csv,Regression,Random,172,4.984561746821952,1.7869978381696678,0.2710647293196803,5.006602109017906,0.022040362195953733
fathersonheight.csv,Regression,Kmeans,43,5.520350450286712,1.8430177553872364,0.19271174596330976,5.006602109017906,-0.5137483412688058
fathersonheight.csv,Regression,Importance,86,5.600787729548232,1.9049983752258814,0.1809487118372568,5.006602109017906,-0.5941856205303262
fathersonheight.csv,Regression,Reservoir,172,4.991097129780737,1.7855003711635424,0.2701090041450249,5.006602109017906,0.015504979237168648
fathersonheight.csv,Regression,Gradient,86,5.150954760030345,1.8363317217166235,0.2467316500475245,5.006602109017906,-0.1443526510124391
fathersonheight.csv,Regression,Clustering,43,5.063813691738268,1.7995044371125575,0.25947503681434636,5.006602109017906,-0.05721158272036231
fathersonheight.csv,Regression,Leverage,86,5.236886289690442,1.844262285026135,0.23416514450213866,5.006602109017906,-0.23028418067253575
fathersonheight.csv,Regression,Farthest,64,5.039834477933694,1.80942675431649,0.262981723177793,5.006602109017906,-0.03323236891578851
Life Expectancy Data.csv,Regression,None,2342,3.866436558640959,1.2311977972349617,0.9553010026101989,3.866436558640959,0.0
Life Expectancy Data.csv,Regression,Random,468,7.523205603600719e+21,14333657777.684488,-8.697407613911222e+19,3.866436558640959,-7.523205603600719e+21
Life Expectancy Data.csv,Regression,Kmeans,117,54.08996382486388,5.507189847587792,0.37467817843314977,3.866436558640959,-50.22352726622292
Life Expectancy Data.csv,Regression,Importance,234,8.199505698932207e+24,531985009657.6721,-9.47926283738268e+22,3.866436558640959,-8.199505698932207e+24
Life Expectancy Data.csv,Regression,Reservoir,468,1.9925417188059798e+20,1721731917.6408536,-2.3035323543310461e+18,3.866436558640959,-1.9925417188059798e+20
Life Expectancy Data.csv,Regression,Gradient,234,1.5238413303064665e+25,1174849772169.979,-1.7616784502415776e+23,3.866436558640959,-1.5238413303064665e+25
Life Expectancy Data.csv,Regression,Clustering,117,71.33753966817838,6.185962111116613,0.17528286031322737,3.866436558640959,-67.47110310953742
Life Expectancy Data.csv,Regression,Leverage,234,81.81126652104852,6.279406721497843,0.05419847624085772,3.866436558640959,-77.94482996240757
Life Expectancy Data.csv,Regression,Farthest,175,81.64773882230207,6.5321903122947536,0.05608898293056208,3.866436558640959,-77.78130226366112
Advertising.csv,Regression,None,160,3.1740973539761077,1.4607567168117601,0.8994380241009119,3.1740973539761077,0.0
Advertising.csv,Regression,Random,32,4.6425630594117155,1.8700645042832114,0.8529139902070969,3.1740973539761077,-1.4684657054356078
Advertising.csv,Regression,Kmeans,8,4.204726315696283,1.6697200141791133,0.8667855647553985,3.1740973539761077,-1.0306289617201756
Advertising.csv,Regression,Importance,16,9.462731494214168,2.4130633927936134,0.7002010744035074,3.1740973539761077,-6.28863414023806
Advertising.csv,Regression,Reservoir,32,3.497228243182536,1.4755619240324607,0.8892005685131296,3.1740973539761077,-0.3231308892064284
Advertising.csv,Regression,Gradient,16,12.098106224418931,2.9741148264827437,0.6167069466093691,3.1740973539761077,-8.924008870442822
Advertising.csv,Regression,Clustering,8,5.416623332515991,1.7436340598172808,0.8283901581227266,3.1740973539761077,-2.2425259785398834
Advertising.csv,Regression,Leverage,16,10.794224917054859,2.3699714789301,0.6580166060129049,3.1740973539761077,-7.620127563078751
Advertising.csv,Regression,Farthest,12,4.936742726346113,1.843844729655597,0.8435937692821777,3.1740973539761077,-1.762645372370005
AttendanceMarksSA.csv,Regression,None,58,19.99917454865616,3.9971787208649605,0.49120146161831335,19.99917454865616,0.0
AttendanceMarksSA.csv,Regression,Random,11,73.64592997860292,7.005790638119956,-0.8736244058328426,19.99917454865616,-53.646755429946765
AttendanceMarksSA.csv,Regression,Kmeans,2,55.47386690120826,6.601897890159446,-0.411309368246479,19.99917454865616,-35.4746923525521
AttendanceMarksSA.csv,Regression,Importance,5,34.62595937429478,4.69425241444243,0.11908176625776501,19.99917454865616,-14.62678482563862
AttendanceMarksSA.csv,Regression,Reservoir,11,22.031725434899887,4.009029783137986,0.4394913814051927,19.99917454865616,-2.032550886243726
AttendanceMarksSA.csv,Regression,Gradient,5,22.763886059178677,3.9062343640548383,0.4208644998512886,19.99917454865616,-2.764711510522517
AttendanceMarksSA.csv,Regression,Clustering,2,41.266666666666666,5.666666666666667,-0.049864314789688,19.99917454865616,-21.267492118010505
AttendanceMarksSA.csv,Regression,Leverage,5,23.062788065485833,3.464923494092583,0.4132601408034472,19.99917454865616,-3.0636135168296725
AttendanceMarksSA.csv,Regression,Farthest,4,67.87885078665167,6.906487186383848,-0.726904277136661,19.99917454865616,-47.87967623799551
FemEmployment.csv,Regression,None,20,0.05730588065228579,0.18978530791347836,0.9946490190826198,0.05730588065228579,0.0
FemEmployment.csv,Regression,Random,4,0.4862860844266552,0.5316765665817371,0.9545926608484855,0.05730588065228579,-0.4289802037743694
FemEmployment.csv,Regression,Kmeans,1,47.57860000000001,6.072000000000001,-3.4426885649040084,0.05730588065228579,-47.52129411934772
FemEmployment.csv,Regression,Importance,2,5.125802490587392,1.8250351755396181,0.5213742289413918,0.05730588065228579,-5.0684966099351065
FemEmployment.csv,Regression,Reservoir,4,0.5911222750898097,0.580988605120357,0.9448035004812765,0.05730588065228579,-0.5338163944375239
FemEmployment.csv,Regression,Gradient,2,13.374074748659416,2.4308663267736863,-0.24881457108953686,0.05730588065228579,-13.316768868007129
FemEmployment.csv,Regression,Clustering,1,11.968299999999997,3.0340000000000003,-0.11754926692547985,0.05730588065228579,-11.910994119347711
FemEmployment.csv,Regression,Leverage,2,2.5684104625180093,1.0182706550680969,0.7601726870524023,0.05730588065228579,-2.5111045818657236
FemEmployment.csv,Regression,Farthest,1,12.120759999999997,2.511999999999999,-0.1317853373143787,0.05730588065228579,-12.06345411934771
Fish_dataset.csv,Regression,None,127,7007.3831898540575,65.30005153357425,0.9507352480054505,7007.3831898540575,0.0
Fish_dataset.csv,Regression,Random,25,15961.061202752138,85.86544105958876,0.8877872523280994,7007.3831898540575,-8953.67801289808
Fish_dataset.csv,Regression,Kmeans,6,23383.635959334388,129.51845447774585,0.835603534863714,7007.3831898540575,-16376.25276948033
Fish_dataset.csv,Regression,Importance,12,5335829.371693043,1444.5865227250183,-36.513049245301175,7007.3831898540575,-5328821.988503189
Fish_dataset.csv,Regression,Reservoir,25,9226.679307566847,85.34303953712481,0.935132694259012,7007.3831898540575,-2219.296117712789
Fish_dataset.csv,Regression,Gradient,12,1418283.8433620932,937.1771407087833,-8.97111188414477,7007.3831898540575,-1411276.4601722392
Fish_dataset.csv,Regression,Clustering,6,49042.82392267275,186.61407015763842,0.6552090142350051,7007.3831898540575,-42035.44073281869
Fish_dataset.csv,Regression,Leverage,12,127717.4149139118,239.00814476430924,0.10209466206601281,7007.3831898540575,-120710.03172405774
Fish_dataset.csv,Regression,Farthest,9,116416.87425556529,291.3205908051573,0.18154205602954443,7007.3831898540575,-109409.49106571123
ParisHousing.csv,Regression,None,8000,3695708.440618742,1510.0341808541734,0.9999995780555567,3695708.440618742,0.0
ParisHousing.csv,Regression,Random,1600,3711854.9959474285,1514.9729314882672,0.9999995762120809,3695708.440618742,-16146.555328686722
ParisHousing.csv,Regression,Kmeans,400,3961380.0759241967,1553.2229470053228,0.9999995477234372,3695708.440618742,-265671.63530545495
ParisHousing.csv,Regression,Importance,800,3767223.0972339422,1536.0756725752615,0.9999995698906237,3695708.440618742,-71514.65661520045
ParisHousing.csv,Regression,Reservoir,1600,3721150.6627237615,1516.9977097733404,0.999999575150781,3695708.440618742,-25442.222105019726
ParisHousing.csv,Regression,Gradient,800,4092082.0716132363,1601.6944050221284,0.9999995328009991,3695708.440618742,-396373.63099449454
ParisHousing.csv,Regression,Clustering,400,3800247.0244218176,1537.3791985768573,0.9999995661202336,3695708.440618742,-104538.58380307583
ParisHousing.csv,Regression,Leverage,800,3754627.556396053,1524.7196835976079,0.999999571328675,3695708.440618742,-58919.11577731138
ParisHousing.csv,Regression,Farthest,600,3753196.013401713,1522.990030694744,0.9999995714921164,3695708.440618742,-57487.57278297143
AnnualHouseIncome.csv,Regression,None,8000,3136367852509.854,1102165.9760188514,0.005862187302471122,3136367852509.854,0.0
AnnualHouseIncome.csv,Regression,Random,1600,3177307548998.8896,1155451.491618891,-0.007114511297324988,3136367852509.854,-40939696489.035645
