dataset_name,task_type,coreset_method,coreset_size,roc_auc,precision,recall,f1_score,baseline_roc_auc,performance_gain
Video_games_esrb_rating.csv,Multi-Class Classification,None,1516,0.9737003969987226,0.8663732394366197,0.8615427475214449,0.863512123,0.9737003969987226,0
Video_games_esrb_rating.csv,Multi-Class Classification,Random,303,0.9389111152813355,0.849448623,0.8346851865709907,0.8411815738025414,0.9737003969987226,-0.034789282
Video_games_esrb_rating.csv,Multi-Class Classification,Stratified,303,0.9283520373714766,0.7950908568555628,0.809054746,0.8012027931365079,0.9737003969987226,-0.04534836
Video_games_esrb_rating.csv,Multi-Class Classification,Kmeans,75,0.900208251,0.8039086806233162,0.782577924,0.7868004750893951,0.9737003969987226,-0.073492146
Video_games_esrb_rating.csv,Multi-Class Classification,Uncertainty,151,0.5734469331181383,0.39279694766873363,0.2726691108915659,0.2678452244977466,0.9737003969987226,-0.400253464
Video_games_esrb_rating.csv,Multi-Class Classification,Importance,151,0.9163415815675174,0.7710873134280616,0.7681724870916419,0.7692672250079174,0.9737003969987226,-0.057358815
Video_games_esrb_rating.csv,Multi-Class Classification,Reservoir,303,0.9432606041170769,0.7922681704260651,0.777354414,0.783884137,0.9737003969987226,-0.030439793
Video_games_esrb_rating.csv,Multi-Class Classification,Gradient,149,0.8919443862340014,0.7701193593965228,0.7150738596521728,0.7214776060889426,0.9737003969987226,-0.081756011
Video_games_esrb_rating.csv,Multi-Class Classification,Clustering,74,0.9024595876336902,0.7911364937712977,0.767195935,0.7771479311159748,0.9737003969987226,-0.071240809
fish_data.csv,Multi-Class Classification,None,3264,0.9931662460776995,0.930574713,0.9282933887666096,0.9278060044102813,0.9931662460776995,0
fish_data.csv,Multi-Class Classification,Random,652,0.9908599043268731,0.9491196861886517,0.9118926795467515,0.8968123074645309,0.9931662460776995,-0.002306342
fish_data.csv,Multi-Class Classification,Stratified,652,0.9900869269370356,0.9320989604985712,0.9281312921949385,0.9265676577241533,0.9931662460776995,-0.003079319
fish_data.csv,Multi-Class Classification,Kmeans,163,0.9909099026672705,0.8210937163622586,0.8877192982456141,0.8465228862043149,0.9931662460776995,-0.002256343
fish_data.csv,Multi-Class Classification,Uncertainty,331,0.7583350876597086,0.17090391293188636,0.2759903856978325,0.19423897947800434,0.9931662460776995,-0.234831158
fish_data.csv,Multi-Class Classification,Importance,326,0.9866943069037863,0.6486348863393354,0.7741147741147741,0.691320341,0.9931662460776995,-0.006471939
fish_data.csv,Multi-Class Classification,Reservoir,652,0.9898686377301229,0.9244143186248449,0.9236145077579414,0.9225559625559625,0.9931662460776995,-0.003297608
fish_data.csv,Multi-Class Classification,Gradient,322,0.9901934693087385,0.8822718832155195,0.8622406067062691,0.8645942723125757,0.9931662460776995,-0.002972777
fish_data.csv,Multi-Class Classification,Clustering,163,0.9884345623238568,0.7894151085966943,0.8581684708224463,0.8180747872514722,0.9931662460776995,-0.004731684
bmi.csv,Multi-Class Classification,None,400,0.9818785668748428,0.5862754487542263,0.5845543345543346,0.5712182554287818,0.9818785668748428,0
bmi.csv,Multi-Class Classification,Random,80,0.9374380848720741,0.46121553884711775,0.4829059829059829,0.44973425197538086,0.9818785668748428,-0.044440482
bmi.csv,Multi-Class Classification,Stratified,80,0.9285301119680761,0.4510822470986453,0.4810744810744811,0.4588672768878719,0.9818785668748428,-0.053348455
bmi.csv,Multi-Class Classification,Kmeans,21,0.8406462985576834,0.27955749867514573,0.3055555555555556,0.2818713450292398,0.9818785668748428,-0.141232268
bmi.csv,Multi-Class Classification,Uncertainty,40,0.7860005840251775,0.23815789473684212,0.2820512820512821,0.18830734604633315,0.9818785668748428,-0.195877983
bmi.csv,Multi-Class Classification,Importance,42,0.8997041783437578,0.3000345065562457,0.3598901098901099,0.3230015082956259,0.9818785668748428,-0.082174389
bmi.csv,Multi-Class Classification,Reservoir,80,0.9527525018028827,0.4321924993443482,0.47481684981684985,0.445333821,0.9818785668748428,-0.029126065
bmi.csv,Multi-Class Classification,Gradient,37,0.8562877090904152,0.3766666666666667,0.40598290598290604,0.3816338167912381,0.9818785668748428,-0.125590858
bmi.csv,Multi-Class Classification,Clustering,20,0.8263466354398301,0.3142418032786885,0.3244810744810745,0.3045922641044592,0.9818785668748428,-0.155531931
drug200.csv,Multi-Class Classification,None,160,0.9993730407523511,0.9714285714285715,0.8751515151515152,0.9128693528693528,0.9993730407523511,0
